,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
113,016772.OF,诺德兴新趋势A,诺德基金,兴业银行,混合型,20221220,,,20221013,,0.6941,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,,,O
114,016977.OF,博时阿尔法回报C,博时基金,宁波银行,混合型,20221220,,,20221205,,1.8147,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中债综合财富(总值)指数收益率*25%+中证港股通综合指数(人民币)收益率*15%,L,混合型,契约型开放式,,,,O
115,016976.OF,博时阿尔法回报A,博时基金,宁波银行,混合型,20221220,,,20221205,,0.5283,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中债综合财富(总值)指数收益率*25%+中证港股通综合指数(人民币)收益率*15%,L,混合型,契约型开放式,,,,O
116,015929.OF,蜂巢丰裕A,蜂巢基金,南京银行,债券型,20221220,,,20221031,,6.0006,0.3,0.05,,1.0,0.0001,,中债综合全价(总值)指数收益率*90%+1年期银行定期存款利率(税后)*10%,L,债券型,契约型开放式,,20221223,20221223,O
117,015930.OF,蜂巢丰裕C,蜂巢基金,南京银行,债券型,20221220,,,20221031,,0.0001,0.3,0.05,,1.0,0.0001,,中债综合全价(总值)指数收益率*90%+1年期银行定期存款利率(税后)*10%,L,债券型,契约型开放式,,20221223,20221223,O
118,015584.OF,招商安悦1年持有C,招商基金,中信银行,债券型,20221220,,,20220929,,3.9566,0.7,0.15,,1.0,0.0001,,中债综合(全价)指数收益率*85%+沪深300指数收益率*10%+恒生综合指数收益率(经汇率调整后)*5%,L,债券型,契约型开放式,,,,O
119,015583.OF,招商安悦1年持有A,招商基金,中信银行,债券型,20221220,,,20220929,,3.731,0.7,0.15,,1.0,0.0001,,中债综合(全价)指数收益率*85%+沪深300指数收益率*10%+恒生综合指数收益率(经汇率调整后)*5%,L,债券型,契约型开放式,,,,O
120,017108.OF,淳厚优加回报一年持有C,淳厚基金,中国农业银行,混合型,20221219,,,20221118,,0.3305,1.0,0.2,,1.0,0.0001,,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*15%+经人民币汇率调整的中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,,,O
121,009393.OF,嘉实现金宝E,嘉实基金,中国邮政储蓄银行,货币市场型,20221219,,,,,,0.18,0.08,,1.0,,,中国人民银行公布的人民币活期存款基准利率(税后),L,货币型,契约型开放式,,20221219,20221219,O
122,017107.OF,淳厚优加回报一年持有A,淳厚基金,中国农业银行,混合型,20221219,,,20221118,,1.7541,1.0,0.2,,1.0,0.0001,,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*15%+经人民币汇率调整的中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,,,O
123,017583.OF,鑫元恒鑫收益增强D,鑫元基金,中国光大银行,债券型,20221219,,,,,,0.4,0.1,,1.0,,,中证综合债指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20221219,20221220,O
124,970181.OF,上海证券现金添利,上海证券,中国证券登记结算公司,货币市场型,20221219,,,20221219,,,0.55,0.05,,1.0,,,人民币活期存款利率(税后),L,货币型,契约型开放式,,20221219,20221219,O
125,016375.OF,招商裕泰,招商基金,中国农业银行,混合型,20221216,,,20221212,,2.2466,0.6,0.05,,1.0,0.0001,,沪深300指数收益率*60%+恒生综合指数收益率(经汇率调整后)*20%+中债综合(全价)指数收益率*20%,L,混合型,契约型开放式,,,,O
126,008859.OF,人保安和一年定开,人保资产,中国民生银行,债券型,20221216,,,20221212,,5.1,0.3,0.05,,1.0,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,,,O
127,159687.SZ,亚太低碳ETF,南方基金,招商银行,股票型,20221216,,20221230,20221209,,13.6203,0.2,0.05,,1.0,0.1,,经估值汇率调整的富时亚太低碳精选指数(FTSE Asia Pacific Low Carbon Select Index)收益率,I,被动指数型,契约型开放式,,20221230,20221230,E
128,016691.OF,华安众盈中短债A,华安基金,中国工商银行,债券型,20221216,,,20221201,,9.9418,0.3,0.05,,1.0,0.0001,,中债-综合全价(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
129,016692.OF,华安众盈中短债C,华安基金,中国工商银行,债券型,20221216,,,20221201,,18.7967,0.3,0.05,,1.0,0.0001,,中债-综合全价(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
130,017488.OF,嘉实信息产业A,嘉实基金,招商银行,股票型,20221216,,,20221208,,0.1098,1.5,0.25,,1.0,0.0001,,中证TMT产业主题指数收益率*80%+恒生指数收益率*10%+中证全债指数收益率*10%,L,股票型,契约型开放式,,,,O
131,017489.OF,嘉实信息产业C,嘉实基金,招商银行,股票型,20221216,,,20221208,,0.0006,1.5,0.25,,1.0,0.0001,,中证TMT产业主题指数收益率*80%+恒生指数收益率*10%+中证全债指数收益率*10%,L,股票型,契约型开放式,,,,O
132,562010.SH,绿色能源ETF,华宝基金,兴业银行,股票型,20221216,,20230103,20221125,,4.323,0.5,0.1,,1.0,0.1,,中证绿色能源指数收益率,I,被动指数型,契约型开放式,,20230103,20230103,E
133,017613.OF,兴银合丰政策性金融债C,兴银基金,浙商银行,债券型,20221216,,,,,,0.3,0.1,,1.0,,,中证政策性金融债指数收益率,L,债券型,契约型开放式,,20221216,20221217,O
134,015527.OF,弘毅远方汽车产业升级A,弘毅远方基金,广发证券,混合型,20221216,,,20220915,,0.819,1.5,0.2,,1.0,0.001,,中证智能电动汽车指数收益率*70%+中债综合全价(总值)指数收益率*25%+恒生指数收益率(使用估值汇率折算)*5%,L,混合型,契约型开放式,,,,O
135,180103.SZ,华夏和达高科REIT,华夏基金,兴业银行,REITs,20221216,,20221227,20221212,,5.0,0.24,0.01,42.0,1.0,0.1,,,L,,契约型封闭式,,,,E
136,015528.OF,弘毅远方汽车产业升级C,弘毅远方基金,广发证券,混合型,20221216,,,20220915,,1.8624,1.5,0.2,,1.0,0.001,,中证智能电动汽车指数收益率*70%+中债综合全价(总值)指数收益率*25%+恒生指数收益率(使用估值汇率折算)*5%,L,混合型,契约型开放式,,,,O
137,016904.OF,华夏安益短债A,华夏基金,华夏银行,债券型,20221215,,,20221128,,0.193,0.3,0.1,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
138,017034.OF,中信建投科技主题6个月持有A,中信建投基金,中国农业银行,混合型,20221215,,,20221128,,4.5193,1.5,0.25,,1.0,0.001,,中证800指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,,,O
139,017035.OF,中信建投科技主题6个月持有C,中信建投基金,中国农业银行,混合型,20221215,,,20221128,,2.321,1.5,0.25,,1.0,0.001,,中证800指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,,,O
140,016802.OF,创金合信怡久回报C,创金合信基金,浦发银行,债券型,20221215,,,20221024,,2.5714,0.5,0.1,,1.0,0.0001,,中债新综合财富(总值)指数收益率*90%+沪深300指数收益率*8%+中证港股通综合指数收益率*2%,L,债券型,契约型开放式,,20221221,20221221,O
141,016801.OF,创金合信怡久回报A,创金合信基金,浦发银行,债券型,20221215,,,20221024,,0.6445,0.5,0.1,,1.0,0.0001,,中债新综合财富(总值)指数收益率*90%+沪深300指数收益率*8%+中证港股通综合指数收益率*2%,L,债券型,契约型开放式,,20221221,20221221,O
142,017522.OF,富国北证50成份C,富国基金,中信建投证券,股票型,20221215,,,20221129,,1.9,0.5,0.1,,1.0,0.001,,北证50成份指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
143,017521.OF,富国北证50成份A,富国基金,中信建投证券,股票型,20221215,,,20221129,,0.7658,0.5,0.1,,1.0,0.001,,北证50成份指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
144,016457.OF,蜂巢中债1-5年政策性金融债C,蜂巢基金,浙商银行,债券型,20221215,,,20221010,,0.0,0.15,0.05,,1.0,0.0001,,中债-1-5年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20221222,20221222,O
145,016456.OF,蜂巢中债1-5年政策性金融债A,蜂巢基金,浙商银行,债券型,20221215,,,20221010,,31.0002,0.15,0.05,,1.0,0.0001,,中债-1-5年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20221222,20221222,O
146,016905.OF,华夏安益短债C,华夏基金,华夏银行,债券型,20221215,,,20221128,,2.7111,0.3,0.1,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
147,016451.OF,博远增睿,博远基金,江苏银行,债券型,20221214,,,20220927,,2.1505,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率*90%+金融机构人民币活期存款基准利率(税后)*10%,L,债券型,契约型开放式,,20221221,20221221,O
148,016627.OF,汇添富创新成长C,汇添富基金,中国建设银行,混合型,20221214,,,20221121,,1.2957,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,,,O
149,016626.OF,汇添富创新成长A,汇添富基金,中国建设银行,混合型,20221214,,,20221121,,6.1867,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,,,O
150,008432.OF,人保安睿一年定开,人保资产,南京银行,债券型,20221214,,,20221212,,5.1,0.3,0.05,,1.0,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,,,O
151,017078.OF,华泰紫金景泓12个月持有C,华泰证券资管,兴业银行,混合型,20221214,,,20221121,,0.4815,0.8,0.2,,1.0,0.0001,,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*10%+中证港股通综合指数(CNY)收益率*5%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
152,017077.OF,华泰紫金景泓12个月持有A,华泰证券资管,兴业银行,混合型,20221214,,,20221121,,0.8621,0.8,0.2,,1.0,0.0001,,中债综合财富(总值)指数收益率*80%+沪深300指数收益率*10%+中证港股通综合指数(CNY)收益率*5%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
153,016781.OF,湘财研究精选一年持有A,湘财基金,浙商银行,混合型,20221214,,,20221101,,1.8925,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*75%+上证国债指数收益率*25%,L,混合型,契约型开放式,,,,O
154,016782.OF,湘财研究精选一年持有C,湘财基金,浙商银行,混合型,20221214,,,20221101,,0.202,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*75%+上证国债指数收益率*25%,L,混合型,契约型开放式,,,,O
155,017180.OF,鑫元璟丰,鑫元基金,平安银行,债券型,20221214,,,20221128,,18.0004,0.3,0.1,,1.0,0.001,,中证全债指数收益率,L,债券型,契约型开放式,,,,O
156,016994.OF,长江惠盈9个月持有C,长江资管,中国农业银行,债券型,20221214,,,20221128,,0.1217,0.7,0.1,,1.0,0.001,,中债-综合全价(总值)指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,,,O
157,016993.OF,长江惠盈9个月持有A,长江资管,中国农业银行,债券型,20221214,,,20221128,,5.3018,0.7,0.1,,1.0,0.001,,中债-综合全价(总值)指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,,,O
158,016738.OF,嘉实领航聚优积极配置6个月持有C,嘉实基金,中国银行,混合型,20221213,,,20221101,,0.3694,0.8,0.15,,1.0,0.0001,,中证800指数收益率*80%+活期存款利率(税后)*20%,L,混合型,契约型开放式,,,,O
159,016558.OF,安信洞见成长A,安信基金,招商银行,混合型,20221213,,,20221117,,2.1548,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+恒生指数收益率(经汇率调整后)*20%+中债综合(全价)指数收益率*15%+人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
160,017140.OF,华宝中证有色金属联接A,华宝基金,招商银行,股票型,20221213,,,20221114,,0.0992,0.5,0.1,,1.0,0.0001,,中证有色金属指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20221222,20221222,O
161,016730.OF,长信中证科创创业50指数增强C,长信基金,交通银行,股票型,20221213,,,20221114,,1.5365,1.0,0.15,,1.0,0.0001,,中证科创创业50指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20221219,20221219,O
162,017020.OF,博时中证农业主题指数C,博时基金,财通证券,股票型,20221213,,,20221121,,0.086,0.5,0.1,,1.0,0.0001,,中证农业主题指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
163,016729.OF,长信中证科创创业50指数增强A,长信基金,交通银行,股票型,20221213,,,20221114,,0.7762,1.0,0.15,,1.0,0.0001,,中证科创创业50指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20221219,20221219,O
164,016743.OF,长城永利A,长城基金,华夏银行,债券型,20221213,,,20221207,,50.4999,0.3,0.1,,1.0,0.0001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20221219,20221219,O
165,016744.OF,长城永利C,长城基金,华夏银行,债券型,20221213,,,20221207,,0.0001,0.3,0.1,,1.0,0.0001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20221219,20221219,O
166,016714.OF,长信均衡策略一年持有C,长信基金,平安银行,混合型,20221213,,,20221110,,1.2191,1.5,0.2,,1.0,0.0001,,中证800指数收益率*60%+中债-综合指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,,,O
167,017471.OF,国泰中证机床联接A,国泰基金,中国邮政储蓄银行,股票型,20221213,,,20221212,,0.1,0.5,0.1,,1.0,0.0001,,中证机床指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20221219,20221219,O
168,016559.OF,安信洞见成长C,安信基金,招商银行,混合型,20221213,,,20221117,,1.9629,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+恒生指数收益率(经汇率调整后)*20%+中债综合(全价)指数收益率*15%+人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
169,017472.OF,国泰中证机床联接C,国泰基金,中国邮政储蓄银行,股票型,20221213,,,20221212,,0.0,0.5,0.1,,1.0,0.0001,,中证机床指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20221219,20221219,O
170,017015.OF,博时五月佳5个月持有A,博时基金,招商银行,混合型,20221213,,,20221114,,0.1004,0.5,0.1,,1.0,0.0001,,中债新综合全价(总值)指数收益率*80%+沪深300指数收益率*15%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
171,016989.OF,广发富信优选六个月持有A,广发基金,中信银行,混合型,20221213,,,20221129,,6.53,0.9,0.15,,1.0,0.0001,,中证800指数收益率*60%+中债-综合全价(总值)指数收益率*40%,L,混合型,契约型开放式,,,,O
172,017019.OF,博时中证农业主题指数A,博时基金,财通证券,股票型,20221213,,,20221121,,0.1236,0.5,0.1,,1.0,0.0001,,中证农业主题指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
173,016990.OF,广发富信优选六个月持有C,广发基金,中信银行,混合型,20221213,,,20221129,,2.3138,0.9,0.15,,1.0,0.0001,,中证800指数收益率*60%+中债-综合全价(总值)指数收益率*40%,L,混合型,契约型开放式,,,,O
174,017111.OF,申万菱信同业存单指数7天持有,申万菱信基金,交通银行,债券型,20221213,,,20221128,,36.9471,0.2,0.05,,1.0,0.0,,中证同业存单AAA指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
175,016713.OF,长信均衡策略一年持有A,长信基金,平安银行,混合型,20221213,,,20221110,,1.5011,1.5,0.2,,1.0,0.0001,,中证800指数收益率*60%+中债-综合指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,,,O
176,017036.OF,嘉实低碳精选A,嘉实基金,中国邮政储蓄银行,混合型,20221213,,,20221205,,0.1037,1.5,0.25,,1.0,0.0001,,中证内地低碳经济主题指数收益率*80%+中证港股通综合指数收益率*10%+中债综合财富指数收益率*10%,L,混合型,契约型开放式,,,,O
177,017141.OF,华宝中证有色金属联接C,华宝基金,招商银行,股票型,20221213,,,20221114,,0.0061,0.5,0.1,,1.0,0.0001,,中证有色金属指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20221222,20221222,O
178,016737.OF,嘉实领航聚优积极配置6个月持有A,嘉实基金,中国银行,混合型,20221213,,,20221101,,1.8735,0.8,0.15,,1.0,0.0001,,中证800指数收益率*80%+活期存款利率(税后)*20%,L,混合型,契约型开放式,,,,O
