,ts_code,bond_full_name,bond_short_name,cb_code,stk_code,stk_short_name,maturity,par,issue_price,issue_size,remain_size,value_date,maturity_date,rate_type,coupon_rate,add_rate,pay_per_year,list_date,delist_date,exchange,conv_start_date,conv_end_date,first_conv_price,conv_price,rate_clause
104,128007.SZ,江苏通鼎光电股份有限公司可转换公司债券,通鼎转债,,002491.SZ,通鼎互联,6.0,100.0,,600000000.0,0.0,2014-08-15,2020-08-15,,,7.5,1,2014-09-05,2015-07-20,SZ,2015-02-25,2020-08-14,17.5,5.75,
105,113007.SH,吉视传媒股份有限公司可转换公司债券,吉视转债,191007,601929.SH,吉视传媒,6.0,100.0,,1700000000.0,0.0,2014-09-05,2020-09-05,,,3.0,1,2014-09-25,2015-07-15,SH,2015-03-06,2020-09-04,12.08,12.03,
106,128008.SZ,齐峰新材料股份有限公司可转换公司债券,齐峰转债,,002521.SZ,齐峰新材,5.0,100.0,,760000000.0,0.0,2014-09-15,2019-09-15,,,6.0,1,2014-10-10,2015-06-16,SZ,2015-03-20,2019-09-14,10.2,10.2,
107,110029.SH,浙江浙能电力股份有限公司可转换公司债券,浙能转债,190029,600023.SH,浙能电力,6.0,100.0,,10000000000.0,0.0,2014-10-13,2020-10-13,,,4.5,1,2014-10-28,2015-06-05,SH,2015-04-13,2020-10-12,5.66,5.66,
108,113501.SH,洛阳栾川钼业集团股份有限公司可转换公司债券,洛钼转债,191501,603993.SH,洛阳钼业,6.0,100.0,,4900000000.0,0.0,2014-12-02,2020-12-02,,,5.6,1,2014-12-16,2015-07-16,SH,2015-06-02,2020-12-01,8.78,8.78,
109,128009.SZ,歌尔声学股份有限公司可转换公司债券,歌尔转债,,002241.SZ,歌尔股份,6.0,100.0,,2500000000.0,0.0,2014-12-12,2020-12-12,,,6.4,1,2014-12-26,2017-07-10,SZ,2015-06-19,2020-12-11,26.43,13.04,
110,110030.SH,格力地产股份有限公司可转换公司债券,格力转债,190030,600185.SH,格力地产,5.0,100.0,,980000000.0,0.0,2014-12-25,2019-12-25,,,4.0,1,2015-01-13,2019-12-25,SH,2015-06-30,2019-12-24,20.9,5.0,
111,113008.SH,上海电气集团股份有限公司可转换公司债券,电气转债,191008,601727.SH,上海电气,6.0,100.0,,6000000000.0,0.0,2015-02-02,2021-02-02,,,5.0,1,2015-02-16,2021-02-02,SH,2015-08-03,2021-02-01,10.72,5.13,
112,110031.SH,航天信息股份有限公司可转换公司债券,航信转债,190031,600271.SH,航天信息,6.0,100.0,,2400000000.0,0.0,2015-06-12,2021-06-12,,,5.4,1,2015-06-30,2021-06-15,SH,2015-12-14,2021-06-11,86.61,21.56,
113,123001.SZ,北京蓝色光标品牌管理顾问股份有限公司可转换公司债券,蓝标转债,,300058.SZ,蓝色光标,6.0,100.0,,1400000000.0,0.0,2015-12-18,2021-12-18,,,6.0,1,2016-01-08,2019-10-24,SZ,2016-06-27,2021-12-17,15.3,4.28,
114,110032.SH,三一重工股份有限公司可转换公司债券,三一转债,190032,600031.SH,三一重工,6.0,100.0,,4500000000.0,0.0,2016-01-04,2022-01-04,,,4.0,1,2016-01-18,2019-03-26,SH,2016-07-04,2022-01-03,7.5,7.25,
115,110033.SH,厦门国贸集团股份有限公司公开发行可转换公司债券,国贸转债,190033,600755.SH,厦门国贸,6.0,100.0,,2800000000.0,0.0,2016-01-05,2022-01-05,,,6.0,1,2016-01-19,2021-11-05,SH,2016-07-05,2022-01-04,9.03,6.72,
116,110034.SH,九州通医药集团股份有限公司可转换公司债券,九州转债,190034,600998.SH,九州通,6.0,100.0,,1500000000.0,0.0,2016-01-15,2022-01-15,,,6.0,1,2016-01-29,2022-01-17,SH,2016-07-21,2022-01-14,18.78,17.83,
117,113009.SH,广州汽车集团股份有限公司可转换公司债券,广汽转债,191009,601238.SH,广汽集团,6.0,100.0,,4105580000.0,0.0,2016-01-22,2022-01-22,,,4.4,1,2016-02-04,2022-01-24,SH,2016-07-22,2022-01-21,21.99,13.92,
118,128010.SZ,江苏澳洋顺昌股份有限公司可转换公司债券,蔚蓝转债,,002245.SZ,蔚蓝锂芯,6.0,100.0,,510000000.0,0.0,2016-01-22,2022-01-22,,,6.4,1,2016-02-23,2021-03-09,SZ,2016-07-29,2022-01-21,9.44,9.25,
119,110035.SH,广州白云国际机场股份有限公司可转换公司债券,白云转债,190035,600004.SH,白云机场,5.0,100.0,,3500000000.0,0.0,2016-02-26,2021-02-26,,,4.5,1,2016-03-15,2017-06-13,SH,2016-09-05,2021-02-25,12.88,12.56,
120,128011.SZ,天津汽车模具股份有限公司可转换公司债券,汽模转债,,002510.SZ,天汽模,6.0,100.0,,420000000.0,0.0,2016-03-02,2022-03-02,,,4.2,1,2016-03-24,2017-08-17,SZ,2016-09-09,2022-03-01,11.63,5.73,
121,113010.SH,江苏江南水务股份有限公司可转换公司债券,江南转债,191010,601199.SH,江南水务,6.0,100.0,,760000000.0,0.0,2016-03-18,2022-03-18,,,6.0,1,2016-04-05,2019-02-20,SH,2016-09-26,2022-03-17,19.0,6.02,
122,128012.SZ,江苏辉丰农化股份有限公司可转换公司债券,辉丰转债,,002496.SZ,辉丰股份,6.0,100.0,,845000000.0,0.0,2016-04-21,2022-04-21,,,0.0,1,2016-05-17,2021-04-28,SZ,2016-10-28,2022-04-20,29.7,4.38,
123,127003.SZ,广东海印集团股份有限公司公开发行可转换公司债券,海印转债,,000861.SZ,海印股份,6.0,100.0,,1111000000.0,0.0,2016-06-08,2022-06-08,,,8.0,1,2016-07-01,2022-06-08,SZ,2016-12-16,2022-06-07,5.26,2.99,
124,128013.SZ,深圳市洪涛装饰股份有限公司可转换公司债券,洪涛转债,,002325.SZ,洪涛股份,6.0,100.0,,1200000000.0,74114500.0,2016-07-29,2022-07-29,,,6.0,1,2016-08-23,2022-07-29,SZ,2017-02-06,2022-07-28,10.28,2.31,
125,113011.SH,中国光大银行股份有限公司公开发行可转换公司债券,光大转债,191011,601818.SH,光大银行,6.0,100.0,,30000000000.0,24198667001.7,2017-03-17,2023-03-17,,,3.0,1,2017-04-05,,SH,2017-09-18,2023-03-16,4.36,3.35,
126,113012.SH,骆驼集团股份有限公司可转换公司债券,骆驼转债,191012,601311.SH,骆驼股份,6.0,100.0,,717000000.0,0.0,2017-03-24,2023-03-24,,,3.2,1,2017-04-13,2021-09-03,SH,2017-10-09,2023-03-23,16.78,9.86,
127,128014.SZ,山西永东化工股份有限公司公开发行可转换公司债券,永东转债,,002753.SZ,永东股份,6.0,100.0,,340000000.0,336907800.0,2017-04-17,2023-04-17,,,6.0,1,2017-05-12,,SZ,2017-10-23,2023-04-16,30.77,9.28,
128,127004.SZ,江南模塑科技股份有限公司公开发行可转换公司债券,模塑转债,,000700.SZ,模塑科技,6.0,100.0,,813660000.0,130973800.0,2017-06-02,2023-06-02,,,8.0,1,2017-06-26,,SZ,2017-12-08,2023-06-01,8.0,7.24,
129,128015.SZ,北京久其软件股份有限公司公开发行可转换公司债券,久其转债,,002279.SZ,久其软件,6.0,100.0,,780000000.0,0.0,2017-06-08,2023-06-08,,,6.2,1,2017-06-27,2022-12-20,SZ,2017-12-15,2023-06-07,12.97,5.0,
130,113013.SH,国泰君安证券股份有限公司公开发行A股可转换公司债券,国君转债,191013,601211.SH,国泰君安,6.0,100.0,,7000000000.0,6990160004.88,2017-07-07,2023-07-07,,,3.0,1,2017-07-24,,SH,2018-01-08,2023-07-06,20.2,17.77,
131,128016.SZ,北京东方雨虹防水技术股份有限公司公开发行可转换公司债券,雨虹转债,,002271.SZ,东方雨虹,6.0,100.0,,1840000000.0,0.0,2017-09-25,2023-09-25,,,4.2,1,2017-10-20,2020-04-22,SZ,2018-03-29,2023-09-24,38.48,22.4,
132,145901.SH,苏州市伏泰信息科技股份有限公司2017年非公开发行创新创业可转换公司债券,17伏泰转,193001,832633.SH,伏泰科技,1.0,100.0,,40000000.0,0.0,2017-10-16,2018-10-16,,,,2,2017-10-26,2018-10-16,SH,2018-04-17,2018-10-15,30.6,30.6,
133,145900.SH,苏州旭杰建筑科技股份有限公司2017年非公开发行创新创业可转换公司债券,17旭杰转,193000,836149.SH,旭杰科技,6.0,100.0,,10600000.0,0.0,2017-10-16,2023-10-16,,,,1,2017-10-24,2020-05-22,SH,2018-04-17,2023-10-15,5.3,5.3,
134,117103.SZ,北京蓝天瑞德环保技术股份有限公司2017年非公开发行创新创业可转换公司债券(第一期),蓝天转S1,,430263.SZ,ST蓝天,3.0,100.0,,20000000.0,0.0,2017-10-16,2020-10-16,,,,1,2017-11-23,,SZ,2018-04-16,2020-10-15,5.2,5.2,
135,113014.SH,江苏林洋能源股份有限公司可转换公司债券,林洋转债,191014,601222.SH,林洋能源,6.0,100.0,,3000000000.0,0.0,2017-10-27,2023-10-27,,,4.0,1,2017-11-13,2021-09-29,SH,2018-05-03,2023-10-26,8.8,8.44,
136,128017.SZ,安徽金禾实业股份有限公司公开发行可转换公司债券,金禾转债,,002597.SZ,金禾实业,6.0,100.0,,600000000.0,551781700.0,2017-11-01,2023-11-01,,,4.2,1,2017-11-27,,SZ,2018-08-07,2023-10-31,23.92,21.33,
137,113015.SH,隆基绿能科技股份有限公司公开发行可转换公司债券,隆基转债,191015,601012.SH,隆基绿能,6.0,100.0,,2800000000.0,0.0,2017-11-02,2023-11-02,,,4.2,1,2017-11-20,2019-09-04,SH,2018-05-08,2023-11-01,32.35,18.66,
138,128018.SZ,上海新时达电气股份有限公司公开发行可转换公司债券,时达转债,,002527.SZ,新时达,6.0,100.0,,882510000.0,0.0,2017-11-06,2023-11-06,,,4.0,1,2017-12-04,2021-11-05,SZ,2018-05-10,2023-11-05,11.9,7.36,
139,113016.SH,重庆小康工业集团股份有限公司可转换公司债券,小康转债,191016,601127.SH,赛力斯,6.0,100.0,,1500000000.0,206349011.67,2017-11-06,2023-11-06,,,4.0,1,2017-11-21,,SH,2018-05-11,2023-11-05,23.0,20.17,
140,128019.SZ,浙江久立特材科技股份有限公司公开发行可转换公司债券,久立转2,,002318.SZ,久立特材,6.0,100.0,,1040000000.0,0.0,2017-11-08,2023-11-08,,,4.2,1,2017-12-01,2021-01-15,SZ,2018-05-14,2023-11-07,8.37,7.62,
141,113502.SH,浙江嘉澳环保科技股份有限公司可转换公司债券,嘉澳转债,191502,603822.SH,嘉澳环保,6.0,100.0,,185000000.0,0.0,2017-11-10,2023-11-10,,,6.0,1,2017-11-27,2022-09-23,SH,2018-05-17,2023-11-09,45.48,44.36,
142,110038.SH,湖北济川药业股份有限公司公开发行可转换公司债券,济川转债,190038,600566.SH,济川药业,5.0,100.0,,843160000.0,0.0,2017-11-13,2022-11-13,,,0.0,1,2017-11-29,2022-11-14,SH,2018-05-17,2022-11-12,41.04,22.67,
143,110039.SH,上海宝信软件股份有限公司公开发行可转换公司债券,宝信转债,190039,600845.SH,宝信软件,6.0,100.0,,1600000000.0,0.0,2017-11-17,2023-11-17,,,4.2,1,2017-12-05,2018-07-13,SH,2018-05-23,2023-11-16,18.46,18.19,
144,128020.SZ,浙江水晶光电科技股份有限公司公开发行可转换公司债券,水晶转债,,002273.SZ,水晶光电,6.0,100.0,,1180000000.0,0.0,2017-11-17,2023-11-17,,,6.2,1,2017-12-12,2020-02-24,SZ,2018-05-23,2023-11-16,29.9,12.23,
145,123002.SZ,安徽国祯环保节能科技股份有限公司公开发行可转换公司债券,国祯转债,,300388.SZ,节能国祯,6.0,100.0,,597000000.0,252148900.0,2017-11-24,2023-11-24,,,4.2,1,2017-12-25,,SZ,2018-05-30,2023-11-23,21.04,8.24,
146,110040.SH,广东生益科技股份有限公司公开发行可转换公司债券,生益转债,190040,600183.SH,生益科技,6.0,100.0,,1800000000.0,0.0,2017-11-24,2023-11-24,,,4.2,1,2017-12-11,2019-08-01,SH,2018-05-30,2023-11-23,17.34,11.27,
147,128021.SZ,兄弟科技股份有限公司公开发行可转换公司债券,兄弟转债,,002562.SZ,兄弟科技,6.0,100.0,,700000000.0,265151200.0,2017-11-28,2023-11-28,,,4.2,1,2017-12-27,,SZ,2018-06-04,2023-11-27,18.17,5.19,
148,128022.SZ,众信旅游集团股份有限公司可转换公司债券,众信转债,,002707.SZ,众信旅游,6.0,100.0,,700000000.0,0.0,2017-12-01,2023-12-01,,,4.2,1,2017-12-28,2022-12-29,SZ,2018-06-07,2023-11-30,11.12,5.95,
149,128023.SZ,浙江亚太机电股份有限公司可转换公司债券,亚太转债,,002284.SZ,亚太股份,6.0,100.0,,1000000000.0,998630500.0,2017-12-04,2023-12-04,,,6.0,1,2017-12-26,,SZ,2018-06-08,2023-12-03,10.44,10.24,
150,128024.SZ,宁波银行股份有限公司公开发行可转换公司债券,宁行转债,,002142.SZ,宁波银行,6.0,100.0,,10000000000.0,0.0,2017-12-05,2023-12-05,,,3.0,1,2018-01-12,2019-08-30,SZ,2018-06-11,2023-12-04,18.45,17.7,
151,128025.SZ,特一药业集团股份有限公司可转换公司债券,特一转债,,002728.SZ,特一药业,6.0,100.0,,354000000.0,212095700.0,2017-12-06,2023-12-06,,,4.2,1,2017-12-28,,SZ,2018-06-12,2023-12-05,20.2,13.15,
152,123003.SZ,蓝思科技股份有限公司公开发行可转换公司债券,蓝思转债,,300433.SZ,蓝思科技,6.0,100.0,,4800000000.0,0.0,2017-12-08,2023-12-08,,,4.2,1,2018-01-17,2020-02-19,SZ,2018-06-14,2023-12-07,36.59,10.44,
153,128026.SZ,天水众兴菌业科技股份有限公司可转换公司债券,众兴转债,,002772.SZ,众兴菌业,6.0,100.0,,920000000.0,408489000.0,2017-12-13,2023-12-13,,,4.0,1,2018-01-03,,SZ,2018-06-19,2023-12-12,11.74,11.26,
154,128027.SZ,深圳市崇达电路技术股份有限公司公开发行可转换公司债券,崇达转债,,002815.SZ,崇达技术,6.0,100.0,,800000000.0,0.0,2017-12-15,2023-12-15,,,4.0,1,2018-01-22,2019-11-01,SZ,2018-06-21,2023-12-14,30.93,14.76,
155,113503.SH,湖北泰晶电子科技股份有限公司公开发行可转换公司债券,泰晶转债,191503,603738.SH,泰晶科技,6.0,100.0,,215000000.0,0.0,2017-12-15,2023-12-15,,,6.0,1,2018-01-02,2020-05-27,SH,2018-06-21,2023-12-14,25.41,17.9,
156,121001.SZ,深圳价值在线信息科技股份有限公司2017年非公开发行创新创业可转换公司债券,价值转S,,,,1.0,100.0,,20000000.0,0.0,2017-12-12,2018-12-12,,,,0,2017-12-29,2018-08-16,SZ,2018-06-13,2018-12-11,6.0,6.0,
157,123004.SZ,深圳市铁汉生态环境股份有限公司创业板公开发行可转换公司债券,铁汉转债,,300197.SZ,节能铁汉,6.0,100.0,,1100000000.0,803167700.0,2017-12-18,2023-12-18,,,4.2,1,2018-01-26,,SZ,2018-06-22,2023-12-17,12.39,3.82,
158,123005.SZ,万达信息股份有限公司公开发行可转换公司债券,万信转债,,300168.SZ,万达信息,6.0,100.0,,900000000.0,0.0,2017-12-19,2023-12-19,,,5.2,1,2018-01-30,2018-08-29,SZ,2018-06-25,2023-12-18,13.11,13.07,
159,123006.SZ,东方财富信息股份有限公司公开发行可转换公司债券,东财转债,,300059.SZ,东方财富,6.0,100.0,,4650000000.0,0.0,2017-12-20,2023-12-20,,,5.0,1,2018-01-29,2019-05-21,SZ,2018-06-26,2023-12-19,13.69,11.36,
160,128028.SZ,江西赣锋锂业股份有限公司公开发行可转换公司债券,赣锋转债,,002460.SZ,赣锋锂业,6.0,100.0,,928000000.0,0.0,2017-12-21,2023-12-21,,,4.2,1,2018-01-19,2021-03-16,SZ,2018-06-27,2023-12-20,71.89,41.68,
161,128029.SZ,山东太阳纸业股份有限公司可转换公司债券,太阳转债,,002078.SZ,太阳纸业,5.0,100.0,,1200000000.0,0.0,2017-12-22,2022-12-22,,,4.5,1,2018-01-16,2022-12-23,SZ,2018-06-28,2022-12-21,8.85,8.25,
162,128030.SZ,天康生物股份有限公司公开发行可转换公司债券,天康转债,,002100.SZ,天康生物,6.0,100.0,,1000000000.0,84240600.0,2017-12-22,2023-12-22,,,6.0,1,2018-01-29,,SZ,2018-06-28,2023-12-21,8.25,7.4,
163,110041.SH,内蒙古蒙电华能热电股份有限公司公开发行可转换公司债券,蒙电转债,190041,600863.SH,内蒙华电,6.0,100.0,,1875220000.0,0.0,2017-12-22,2023-12-22,,,4.0,1,2018-01-09,2021-11-05,SH,2018-06-28,2023-12-21,2.95,2.56,
164,128032.SZ,浙江双环传动机械股份有限公司公开发行可转换公司债券,双环转债,,002472.SZ,双环传动,6.0,100.0,,1000000000.0,0.0,2017-12-25,2023-12-25,,,4.0,1,2018-01-25,2021-08-05,SZ,2018-06-29,2023-12-24,10.07,9.87,
165,110042.SH,中航航空电子系统股份有限公司公开发行可转换公司债券,航电转债,190042,600372.SH,中航电子,6.0,100.0,,2400000000.0,0.0,2017-12-25,2023-12-25,,,3.0,1,2018-01-15,2020-09-08,SH,2018-06-29,2023-12-24,14.29,14.12,
166,113017.SH,吉视传媒股份有限公司可转换公司债券,吉视转债,191017,601929.SH,吉视传媒,6.0,100.0,,1560000000.0,1134958002.6,2017-12-27,2023-12-27,,,4.2,1,2018-01-15,,SH,2018-07-02,2023-12-26,2.98,2.23,
167,128033.SZ,北京雪迪龙科技股份有限公司可转换公司债券,迪龙转债,,002658.SZ,雪迪龙,6.0,100.0,,520000000.0,297226600.0,2017-12-27,2023-12-27,,,4.2,1,2018-01-29,,SZ,2018-07-03,2023-12-26,13.35,8.26,
168,123007.SZ,广东道氏技术股份有限公司可转换公司债券,道氏转债,,300409.SZ,道氏技术,6.0,100.0,,480000000.0,0.0,2017-12-28,2023-12-28,,,5.0,1,2018-01-26,2021-08-23,SZ,2018-07-04,2023-12-27,45.21,14.5,
169,113018.SH,江苏常熟农村商业银行股份有限公司公开发行可转换公司债券,常熟转债,191018,601128.SH,常熟银行,6.0,100.0,,3000000000.0,0.0,2018-01-19,2024-01-19,,,4.2,1,2018-02-06,2019-05-23,SH,2018-07-26,2024-01-18,7.61,5.76,
170,128034.SZ,江苏江阴农村商业银行股份有限公司公开发行A股可转换公司债券,江银转债,,002807.SZ,江阴银行,6.0,100.0,,2000000000.0,1757952600.0,2018-01-26,2024-01-26,,,4.2,1,2018-02-14,,SZ,2018-08-01,2024-01-25,9.16,4.14,
171,110043.SH,无锡农村商业银行股份有限公司可转换公司债券,无锡转债,190043,600908.SH,无锡银行,6.0,100.0,,3000000000.0,2921329000.88,2018-01-30,2024-01-30,,,4.2,1,2018-03-14,,SH,2018-08-06,2024-01-29,8.9,5.43,
172,123008.SZ,深圳康泰生物制品股份有限公司公开发行可转换公司债券,康泰转债,,300601.SZ,康泰生物,6.0,100.0,,356000000.0,0.0,2018-02-01,2024-02-01,,,4.0,1,2018-03-19,2019-05-15,SZ,2018-08-07,2024-01-31,47.01,31.23,
173,128035.SZ,大族激光科技产业集团股份有限公司可转换公司债券,大族转债,,002008.SZ,大族激光,6.0,100.0,,2300000000.0,2299257600.0,2018-02-06,2024-02-06,,,3.0,1,2018-03-05,,SZ,2018-08-13,2024-02-05,52.7,51.79,
174,145951.SH,上海君实生物医药科技股份有限公司2018年非公开发行创新创业可转换公司债券(第一期),18君实转,193051,833330.SH,君实生物,6.0,100.0,,200000000.0,0.0,2018-02-23,2024-02-23,,,,1,2018-03-05,2019-07-08,SH,2018-08-23,2024-02-22,25.0,23.0,
175,113019.SH,山东玲珑轮胎股份有限公司公开发行可转换公司债券,玲珑转债,191019,601966.SH,玲珑轮胎,5.0,100.0,,2000000000.0,0.0,2018-03-01,2023-03-01,,,8.0,1,2018-03-22,2020-09-04,SH,2018-09-07,2023-02-28,19.1,18.12,
176,113504.SH,湖南艾华集团股份有限公司可转换公司债券,艾华转债,191504,603989.SH,艾华集团,6.0,100.0,,691000000.0,462663000.0,2018-03-02,2024-03-02,,,4.0,1,2018-03-23,,SH,2018-09-10,2024-03-01,36.59,20.51,
177,113505.SH,杭州电缆股份有限公司公开发行可转换公司债券,杭电转债,191505,603618.SH,杭电股份,6.0,100.0,,780000000.0,749738000.0,2018-03-06,2024-03-06,,,6.0,1,2018-03-27,,SH,2018-09-12,2024-03-05,7.29,7.03,
178,123009.SZ,深圳市星源材质科技股份有限公司创业板公开发行可转换公司债券,星源转债,,300568.SZ,星源材质,6.0,100.0,,480000000.0,0.0,2018-03-07,2024-03-07,,,4.2,1,2018-04-10,2020-03-30,SZ,2018-09-13,2024-03-06,27.99,26.64,
179,128036.SZ,深圳市金新农科技股份有限公司公开发行可转换公司债券,金农转债,,002548.SZ,金新农,6.0,100.0,,650000000.0,145605100.0,2018-03-09,2024-03-09,,,4.0,1,2018-04-02,,SZ,2018-09-17,2024-03-08,9.72,6.8,
180,127005.SZ,长江证券股份有限公司可转换公司债券,长证转债,,000783.SZ,长江证券,6.0,100.0,,5000000000.0,4996417500.0,2018-03-12,2024-03-12,,,3.0,1,2018-04-11,,SZ,2018-09-17,2024-03-11,7.6,6.83,
181,127006.SZ,吉林敖东药业集团股份有限公司可转换公司债券,敖东转债,,000623.SZ,吉林敖东,6.0,100.0,,2413000000.0,2406438800.0,2018-03-13,2024-03-13,,,3.0,1,2018-05-11,,SZ,2018-09-19,2024-03-12,21.12,14.5,
182,128037.SZ,中化岩土集团股份有限公司可转换公司债券,岩土转债,,002542.SZ,中化岩土,6.0,100.0,,603660000.0,601909600.0,2018-03-15,2024-03-15,,,6.0,1,2018-04-25,,SZ,2018-09-21,2024-03-14,8.05,3.1,
183,128038.SZ,利欧集团股份有限公司公开发行可转换公司债券,利欧转债,,002131.SZ,利欧股份,6.0,100.0,,2197550000.0,0.0,2018-03-22,2024-03-22,,,7.0,1,2018-04-19,2020-04-09,SZ,2018-09-28,2024-03-21,2.76,1.72,
184,113506.SH,青岛鼎信通讯股份有限公司公开发行可转换公司债券,鼎信转债,191506,603421.SH,鼎信通讯,6.0,100.0,,600000000.0,0.0,2018-04-16,2024-04-16,,,4.0,1,2018-05-14,2019-05-08,SH,2018-10-22,2024-04-15,21.86,21.65,
185,113507.SH,福建天马科技集团股份有限公司公开发行可转换公司债券,天马转债,191507,603668.SH,天马科技,6.0,100.0,,305000000.0,0.0,2018-04-17,2024-04-17,,,6.0,1,2018-05-07,2019-11-19,SH,2018-10-23,2024-04-16,11.04,7.32,
186,113508.SH,新凤鸣集团股份有限公司公开发行可转换公司债券,新凤转债,191508,603225.SH,新凤鸣,6.0,100.0,,2153000000.0,0.0,2018-04-26,2024-04-26,,,6.0,1,2018-05-16,2021-09-01,SH,2018-11-05,2024-04-25,23.74,15.65,
187,121002.SZ,河北合佳医药科技集团股份有限公司2018年非公开发行创新创业可转换公司债券(第一期),合佳转S1,,838641.SZ,合佳医药,3.0,100.0,,25000000.0,0.0,2018-04-27,2021-04-27,,,,1,2018-06-11,2019-04-22,SZ,2018-10-29,2021-04-26,6.0,6.6,
188,113509.SH,江苏新泉汽车饰件股份有限公司公开发行可转换公司债券,新泉转债,191509,603179.SH,新泉股份,6.0,100.0,,450000000.0,0.0,2018-06-04,2024-06-04,,,4.0,1,2018-06-22,2021-08-18,SH,2018-12-10,2024-06-03,25.34,15.25,
189,121003.SZ,广州紫科环保科技股份有限公司2018年非公开发行创新创业可转换公司债券(第一期),紫科转S1,,837770.SZ,紫科环保,1.99,100.0,,45000000.0,0.0,2018-06-05,2020-06-04,,,,1,2018-06-28,2019-04-19,SZ,2018-12-04,2020-06-03,7.5,6.5,
190,128039.SZ,三力士股份有限公司公开发行可转换公司债券,三力转债,,002224.SZ,三力士,6.0,100.0,,620000000.0,202389900.0,2018-06-08,2024-06-08,,,4.0,1,2018-06-29,,SZ,2018-12-14,2024-06-07,7.38,5.77,
191,128040.SZ,浙江华通医药股份有限公司公开发行可转换公司债券,华通转债,,002758.SZ,浙农股份,6.0,100.0,,224000000.0,183185000.0,2018-06-14,2024-06-14,,,6.0,1,2018-07-13,2023-02-23,SZ,2018-12-21,2024-06-13,11.45,9.74,
192,113510.SH,重庆再升科技股份有限公司公开发行可转换公司债券,再升转债,191510,603601.SH,再升科技,6.0,100.0,,114000000.0,0.0,2018-06-19,2024-06-19,,,6.0,1,2018-07-13,2020-03-25,SH,2018-12-25,2024-06-18,11.32,8.59,
193,113511.SH,千禾味业食品股份有限公司公开发行可转换公司债券,千禾转债,191511,603027.SH,千禾味业,6.0,100.0,,356000000.0,0.0,2018-06-20,2024-06-20,,,6.0,1,2018-07-10,2020-05-29,SH,2018-12-26,2024-06-19,25.86,18.31,
